Postal Code,Planning Region,Planning Area,LONGITUDE,LATITUDE
797496,NORTH EAST REGION,SENGKANG,103.872391898784,1.38881567913151
828739,NORTH EAST REGION,PUNGGOL,103.913039039387,1.39184675107192
368058,CENTRAL REGION,TOA PAYOH,103.881247998506,1.3399845645438402
419552,EAST REGION,BEDOK,103.90742888523701,1.32758385060164
368063,CENTRAL REGION,TOA PAYOH,103.88145756434,1.3410912750043
479282,EAST REGION,BEDOK,103.920562157864,1.33859124800913
608535,WEST REGION,JURONG EAST,103.74173137219,1.3362963694596102
126777,WEST REGION,CLEMENTI,103.764113587566,1.29865668948901
479260,EAST REGION,BEDOK,103.928514706964,1.33787070972746
368062,CENTRAL REGION,TOA PAYOH,103.881288611036,1.34132803175921
479262,EAST REGION,BEDOK,103.92785921779699,1.33874141107404
608533,WEST REGION,JURONG EAST,103.742416815373,1.33555731797921
098407,CENTRAL REGION,BUKIT MERAH,103.81239254035101,1.26666058796633
534038,NORTH EAST REGION,HOUGANG,103.894665274597,1.3639078699096001
518181,EAST REGION,PASIR RIS,103.96064406498199,1.37563698686219
828722,NORTH EAST REGION,PUNGGOL,103.90403682739,1.4028416150343799
828741,NORTH EAST REGION,PUNGGOL,103.913165981909,1.3923272669391298
479265,EAST REGION,BEDOK,103.92782091965401,1.33752037877789
368061,CENTRAL REGION,TOA PAYOH,103.880849820172,1.34099076651783
506847,EAST REGION,PASIR RIS,103.96688753519501,1.3563527724017301
506864,EAST REGION,PASIR RIS,103.96612281846701,1.3566643303914299
098012,CENTRAL REGION,BUKIT MERAH,103.816454088109,1.26489010829928
544759,NORTH EAST REGION,SENGKANG,103.896447500306,1.3888619644862399
506860,EAST REGION,PASIR RIS,103.964916673398,1.35577257355416
807018,NORTH EAST REGION,SERANGOON,103.869112215319,1.3868247562770502
828723,NORTH EAST REGION,PUNGGOL,103.903766983757,1.4030024471188403
544686,NORTH EAST REGION,SENGKANG,103.891706485548,1.38049959846358
573895,CENTRAL REGION,BISHAN,103.831363425076,1.3574140453791201
828763,NORTH EAST REGION,PUNGGOL,103.904176700012,1.40373938947857
506865,EAST REGION,PASIR RIS,103.966260755585,1.3562695627231598
544704,NORTH EAST REGION,SENGKANG,103.895174990995,1.38972335006455
159023,CENTRAL REGION,BUKIT MERAH,103.820505532472,1.2931174058252
828771,NORTH EAST REGION,PUNGGOL,103.897036918947,1.4027962236104599
768114,NORTH REGION,YISHUN,103.84844441916,1.41718654884876
689859,WEST REGION,CHOA CHU KANG,103.748111309103,1.3844628768565699
737775,NORTH REGION,WOODLANDS,103.79909822601401,1.4321812067124098
506862,EAST REGION,PASIR RIS,103.96622545632299,1.3571182785173797
479264,EAST REGION,BEDOK,103.92762269548,1.33809103474919
807012,NORTH EAST REGION,SERANGOON,103.86933721492599,1.3871884169187
229723,CENTRAL REGION,ORCHARD,103.837444387582,1.3034868542497
415867,EAST REGION,BEDOK,103.90673825968399,1.32782123700311
465514,EAST REGION,BEDOK,103.94665704068501,1.32796471540852
528587,EAST REGION,TAMPINES,103.92761455099001,1.3507982915555399
159022,CENTRAL REGION,BUKIT MERAH,103.820153971824,1.2931990810125902
506868,EAST REGION,PASIR RIS,103.965525604183,1.35531040259148
465497,EAST REGION,BEDOK,103.92975606486799,1.32533624438993
529903,EAST REGION,TAMPINES,103.953657518928,1.34190115576407
768895,NORTH REGION,YISHUN,103.84175835785,1.43339369741629
828721,NORTH EAST REGION,PUNGGOL,103.90432885572099,1.40321065564138
368055,CENTRAL REGION,TOA PAYOH,103.880558721669,1.3406894312356399
534785,NORTH EAST REGION,HOUGANG,103.895120805047,1.3707358828570901
573918,CENTRAL REGION,BISHAN,103.829012072106,1.3656096455404498
544685,NORTH EAST REGION,SENGKANG,103.891872977049,1.3809073569267198
828681,NORTH EAST REGION,PUNGGOL,103.912563797269,1.3995078131687
797499,NORTH EAST REGION,SENGKANG,103.872126124172,1.38799806440374
506850,EAST REGION,PASIR RIS,103.966456424913,1.3557652467238301
465425,EAST REGION,BEDOK,103.94402348550699,1.3275968238845801
768118,NORTH REGION,YISHUN,103.848441357453,1.4176937249484
518169,EAST REGION,PASIR RIS,103.959954167983,1.37595276562295
506848,EAST REGION,PASIR RIS,103.967122835832,1.3559635795928702
518133,EAST REGION,PASIR RIS,103.946146415365,1.3684526518576898
518131,EAST REGION,PASIR RIS,103.946219897206,1.3695007764838
648162,WEST REGION,JURONG WEST,103.725980156981,1.34587822164476
544808,NORTH EAST REGION,SENGKANG,103.90164584721501,1.3805178806960703
465460,EAST REGION,BEDOK,103.945125602145,1.32293118596658
518178,EAST REGION,PASIR RIS,103.946520522372,1.37033365760834
479274,EAST REGION,BEDOK,103.918663195189,1.3387292258325
506863,EAST REGION,PASIR RIS,103.96647157160601,1.3567661996762699
573915,CENTRAL REGION,BISHAN,103.829669239227,1.3652142882690803
518135,EAST REGION,PASIR RIS,103.94513154571399,1.36864617449162
544820,NORTH EAST REGION,SENGKANG,103.891082073501,1.38143872353138
518138,EAST REGION,PASIR RIS,103.94514339321199,1.3691125368789097
828762,NORTH EAST REGION,PUNGGOL,103.904495442363,1.40346964588042
518136,EAST REGION,PASIR RIS,103.94480994327299,1.36864338653621
518137,EAST REGION,PASIR RIS,103.944788531852,1.36913412388538
419538,EAST REGION,BEDOK,103.906382060956,1.32831997410254
828720,NORTH EAST REGION,PUNGGOL,103.903717110168,1.40350799952722
465421,EAST REGION,BEDOK,103.94468756967301,1.32716478007997
544703,NORTH EAST REGION,SENGKANG,103.895480900558,1.38957895514127
159020,CENTRAL REGION,BUKIT MERAH,103.819333065974,1.2932028954388701
479281,EAST REGION,BEDOK,103.920209884773,1.33862896753118
518199,EAST REGION,PASIR RIS,103.94372780887699,1.3701355162232802
518179,EAST REGION,PASIR RIS,103.94624840685499,1.3701175326022499
648160,WEST REGION,JURONG WEST,103.72537784159701,1.34598605175358
828738,NORTH EAST REGION,PUNGGOL,103.9169335141,1.4012856159011102
544815,NORTH EAST REGION,SENGKANG,103.89171235437401,1.38160462725633
737774,NORTH REGION,WOODLANDS,103.799362168606,1.43230773974497
528588,EAST REGION,TAMPINES,103.92769153666599,1.3512064478018102
768861,NORTH REGION,YISHUN,103.84805359190901,1.42477003544273
465418,EAST REGION,BEDOK,103.94492602963498,1.32773043701394
518132,EAST REGION,PASIR RIS,103.94627083497299,1.3690763362589398
506886,EAST REGION,PASIR RIS,103.967183057339,1.35496526754839
828796,NORTH EAST REGION,PUNGGOL,103.917899245615,1.3980279640257498
465417,EAST REGION,BEDOK,103.944745938969,1.3276667701016
415868,EAST REGION,BEDOK,103.906561126325,1.3275600536588898
518134,EAST REGION,PASIR RIS,103.945571141969,1.3685736990786799
679522,WEST REGION,BUKIT PANJANG,103.776854712827,1.3712091072677401
534045,NORTH EAST REGION,HOUGANG,103.902995383459,1.3758895478378501
828740,NORTH EAST REGION,PUNGGOL,103.913002566816,1.39211806859298
159018,CENTRAL REGION,BUKIT MERAH,103.819855906219,1.2927547163425401
518150,EAST REGION,PASIR RIS,103.959759853434,1.37570749939383
828769,NORTH EAST REGION,PUNGGOL,103.89769854684,1.4026172086431798
544707,NORTH EAST REGION,SENGKANG,103.895256094207,1.39012170828269
518139,EAST REGION,PASIR RIS,103.945667264087,1.3690828683971998
544814,NORTH EAST REGION,SENGKANG,103.89154339138399,1.38176770136777
389799,CENTRAL REGION,GEYLANG,103.882363010914,1.3135353861513899
677903,WEST REGION,CHOA CHU KANG,103.75980181905099,1.38048240515836
506846,EAST REGION,PASIR RIS,103.966578200418,1.3563284312330801
348230,CENTRAL REGION,TOA PAYOH,103.86961986780099,1.3312565928366498
828689,NORTH EAST REGION,PUNGGOL,103.916187274016,1.4011079236868997
479273,EAST REGION,BEDOK,103.918969745546,1.3386545810639299
529602,EAST REGION,TAMPINES,103.928571195021,1.35028058315974
098022,CENTRAL REGION,BUKIT MERAH,103.817068445506,1.26638268415258
518130,EAST REGION,PASIR RIS,103.94644157661399,1.3698318109669099
368057,CENTRAL REGION,TOA PAYOH,103.881036124468,1.34020606809152
465422,EAST REGION,BEDOK,103.944513264872,1.32708548139472
828719,NORTH EAST REGION,PUNGGOL,103.903897775107,1.40385657383521
828724,NORTH EAST REGION,PUNGGOL,103.903507948634,1.4031617426603502
828743,NORTH EAST REGION,PUNGGOL,103.913858798189,1.3924448581516
465424,EAST REGION,BEDOK,103.94410409004101,1.32724601819998
768858,NORTH REGION,YISHUN,103.848078487443,1.4238543175593998
519530,EAST REGION,PASIR RIS,103.941704779944,1.37383013648269
768065,NORTH REGION,YISHUN,103.847274474772,1.41835066263454
368056,CENTRAL REGION,TOA PAYOH,103.880774467695,1.3404567464878798
544684,NORTH EAST REGION,SENGKANG,103.89236594700701,1.38125149368121
544687,NORTH EAST REGION,SENGKANG,103.89205359584999,1.3805077542138702
128807,WEST REGION,CLEMENTI,103.76208125371201,1.31824750315885
768111,NORTH REGION,YISHUN,103.8477683326,1.4172519892672601
828679,NORTH EAST REGION,PUNGGOL,103.91253048473699,1.3988952214863704
828764,NORTH EAST REGION,PUNGGOL,103.897011494166,1.4022689915250501
128809,WEST REGION,CLEMENTI,103.761137161089,1.31863133613163
528591,EAST REGION,TAMPINES,103.927174717066,1.35128440096019
768865,NORTH REGION,YISHUN,103.84842048507099,1.4238551154535
347844,CENTRAL REGION,TOA PAYOH,103.869396632008,1.32889766561936
544688,NORTH EAST REGION,SENGKANG,103.89236859669201,1.38058117433111
348232,CENTRAL REGION,TOA PAYOH,103.869655274598,1.33183478538043
479283,EAST REGION,BEDOK,103.92091942837901,1.33855813353427
768133,NORTH REGION,SEMBAWANG,103.82468454814699,1.4450394504141202
368060,CENTRAL REGION,TOA PAYOH,103.88109156645201,1.3408098662805301
465419,EAST REGION,BEDOK,103.945077840053,1.32730648814311
828791,NORTH EAST REGION,PUNGGOL,103.897441324917,1.4017575300872902
797500,NORTH EAST REGION,SENGKANG,103.87189088648199,1.3879905674505002
465489,EAST REGION,BEDOK,103.944710059855,1.3242885444739798
529900,EAST REGION,TAMPINES,103.953549400762,1.34140972952725
768077,NORTH REGION,YISHUN,103.829893644138,1.43847263414066
128994,WEST REGION,CLEMENTI,103.75490101403601,1.3237041878965101
347842,CENTRAL REGION,TOA PAYOH,103.869071475196,1.3290603854071699
544831,NORTH EAST REGION,SENGKANG,103.89578483435,1.38932868729554
528590,EAST REGION,TAMPINES,103.92740771398,1.3513673125848
098405,CENTRAL REGION,BUKIT MERAH,103.81330121466999,1.26682103615542
479280,EAST REGION,BEDOK,103.919876395501,1.3387401580796898
528611,EAST REGION,TAMPINES,103.939652645617,1.35961653861431
757093,NORTH REGION,SEMBAWANG,103.81952588996799,1.44405152662976
573893,CENTRAL REGION,BISHAN,103.830274101252,1.35780784536875
465488,EAST REGION,BEDOK,103.94502849888,1.3244435014715201
797475,NORTH EAST REGION,SENGKANG,103.881117176349,1.3945964196393401
768000,NORTH REGION,SEMBAWANG,103.827448454875,1.4449312601825202
544705,NORTH EAST REGION,SENGKANG,103.89561862771,1.3899506584993402
159021,CENTRAL REGION,BUKIT MERAH,103.81967827758601,1.2932561498962398
768076,NORTH REGION,YISHUN,103.829737439216,1.43866619164015
737790,NORTH REGION,WOODLANDS,103.78581413975401,1.42795192612017
228240,CENTRAL REGION,NEWTON,103.835499682233,1.30999017846252
465490,EAST REGION,BEDOK,103.944621267344,1.32389343271172
544823,NORTH EAST REGION,SENGKANG,103.892004716663,1.3812844784357101
797478,NORTH EAST REGION,SENGKANG,103.88158056471,1.39456104167514
419537,EAST REGION,BEDOK,103.90661152849701,1.32825889448877
465491,EAST REGION,BEDOK,103.944707763816,1.32357459951585
534015,NORTH EAST REGION,HOUGANG,103.90353289522601,1.37650664628537
544699,NORTH EAST REGION,SENGKANG,103.895081142496,1.3889370489849902
797460,NORTH EAST REGION,SENGKANG,103.881215058062,1.3940209212249899
738996,NORTH REGION,WOODLANDS,103.800208342207,1.4311484843331101
347840,CENTRAL REGION,TOA PAYOH,103.869044557978,1.32884033960602
249095,CENTRAL REGION,TANGLIN,103.822200111049,1.2940493808479099
797461,NORTH EAST REGION,SENGKANG,103.880831440938,1.39410895517843
544701,NORTH EAST REGION,SENGKANG,103.895257627423,1.38925709964641
768119,NORTH REGION,YISHUN,103.848735350445,1.41751836188463
544818,NORTH EAST REGION,SENGKANG,103.89098111125601,1.38095789348656
544817,NORTH EAST REGION,SENGKANG,103.89121456861,1.3808164019305
189762,CENTRAL REGION,DOWNTOWN CORE,103.85602979709999,1.29438518375248
797476,NORTH EAST REGION,SENGKANG,103.881104998925,1.39506943954264
648155,WEST REGION,JURONG WEST,103.725373856017,1.3453622775703897
534019,NORTH EAST REGION,HOUGANG,103.90317536886499,1.37624162646701
807017,NORTH EAST REGION,SERANGOON,103.869568587892,1.38679831026677
128808,WEST REGION,CLEMENTI,103.761925431231,1.3188220505425299
368059,CENTRAL REGION,TOA PAYOH,103.881325599804,1.34056264618833
567701,NORTH EAST REGION,ANG MO KIO,103.83442218814301,1.3755004316510702
518151,EAST REGION,PASIR RIS,103.959482199655,1.37583033068198
544832,NORTH EAST REGION,SENGKANG,103.89565802809099,1.38896812128821
465457,EAST REGION,BEDOK,103.945036905702,1.32326717846233
648150,WEST REGION,JURONG WEST,103.69710094617201,1.3525441251778898
529598,EAST REGION,TAMPINES,103.928272309692,1.35052732645165
677669,WEST REGION,BUKIT PANJANG,103.771063169767,1.36555402037806
465407,EAST REGION,BEDOK,103.948363451956,1.32731725874975
689874,WEST REGION,CHOA CHU KANG,103.74837401881099,1.38340195391998
797462,NORTH EAST REGION,SENGKANG,103.880514829861,1.39384655623012
078882,CENTRAL REGION,DOWNTOWN CORE,103.845618295657,1.27679992796433
567699,NORTH EAST REGION,ANG MO KIO,103.835285215852,1.37549177867702
828712,NORTH EAST REGION,PUNGGOL,103.90793834047501,1.4008276388238898
677673,WEST REGION,BUKIT PANJANG,103.763958370107,1.37866587809348
518142,EAST REGION,PASIR RIS,103.946164843754,1.37109720037597
387391,CENTRAL REGION,GEYLANG,103.881231499851,1.32007644101938
677671,WEST REGION,BUKIT PANJANG,103.762615523169,1.37861654539376
387389,CENTRAL REGION,GEYLANG,103.880542167502,1.3195316385839801
544660,NORTH EAST REGION,SENGKANG,103.893388580788,1.397297388603
518073,EAST REGION,PASIR RIS,103.945605890775,1.3723473044859198
387390,CENTRAL REGION,GEYLANG,103.880626895148,1.3198352154593798
768862,NORTH REGION,YISHUN,103.84839361458599,1.4247821721816298
518144,EAST REGION,PASIR RIS,103.94646450591299,1.3715213647214601
098183,CENTRAL REGION,SOUTHERN ISLANDS,103.831169396678,1.23941547453017
519949,EAST REGION,PASIR RIS,103.942995476412,1.37934554632862
689885,WEST REGION,CHOA CHU KANG,103.74960284077801,1.38279786666426
768863,NORTH REGION,YISHUN,103.848409571666,1.4244839835524399
465458,EAST REGION,BEDOK,103.94477907076401,1.3231934734443
518071,EAST REGION,PASIR RIS,103.946401836451,1.3720347049908999
518074,EAST REGION,PASIR RIS,103.945195828733,1.3724641535876998
828770,NORTH EAST REGION,PUNGGOL,103.89737879546999,1.4027644604187097
544654,NORTH EAST REGION,SENGKANG,103.89101568163099,1.3994517603649599
797463,NORTH EAST REGION,SENGKANG,103.880490414205,1.393484728371
158744,CENTRAL REGION,BUKIT MERAH,103.81900078172801,1.2905699968158602
544627,NORTH EAST REGION,SENGKANG,103.89364182660401,1.3966471053266103
528771,EAST REGION,TAMPINES,103.939940919167,1.35873496137606
387387,CENTRAL REGION,GEYLANG,103.880827165561,1.31897495384193
768102,NORTH REGION,YISHUN,103.83007563844,1.43760543889485
534014,NORTH EAST REGION,HOUGANG,103.903725576382,1.3762147137719098
797501,NORTH EAST REGION,SENGKANG,103.871651737893,1.38802851756169
518076,EAST REGION,PASIR RIS,103.94549126349001,1.37190028369612
518141,EAST REGION,PASIR RIS,103.945744590993,1.3713615624584699
519291,EAST REGION,PASIR RIS,103.940781684542,1.3823276810593799
519532,EAST REGION,PASIR RIS,103.94077915102301,1.37344018770058
149739,CENTRAL REGION,QUEENSTOWN,103.806030198974,1.29573433474413
648145,WEST REGION,JURONG WEST,103.69621489932301,1.3518977850225902
518143,EAST REGION,PASIR RIS,103.94657886085899,1.37103747120616
098014,CENTRAL REGION,BUKIT MERAH,103.81595358854099,1.26412146529427
768864,NORTH REGION,YISHUN,103.84852859501801,1.42424871416531
768859,NORTH REGION,YISHUN,103.84796053021799,1.4241711986792702
189350,CENTRAL REGION,DOWNTOWN CORE,103.857859536947,1.29916295967817
544662,NORTH EAST REGION,SENGKANG,103.893902823815,1.3971352908441101
544806,NORTH EAST REGION,SENGKANG,103.901536716658,1.3810181997305
689880,WEST REGION,CHOA CHU KANG,103.749890683004,1.3838015277948998
098013,CENTRAL REGION,BUKIT MERAH,103.81630993335301,1.26449699575304
347846,CENTRAL REGION,TOA PAYOH,103.869526948139,1.3285480173117
387386,CENTRAL REGION,GEYLANG,103.88138082431401,1.3191895872053898
518072,EAST REGION,PASIR RIS,103.945974218576,1.3721347410481497
469601,EAST REGION,BEDOK,103.94777236112101,1.32708115247431
544810,NORTH EAST REGION,SENGKANG,103.90096993459998,1.3803424298665903
518140,EAST REGION,PASIR RIS,103.945323459304,1.37150158736383
567695,NORTH EAST REGION,ANG MO KIO,103.83390332471599,1.37549641233975
797502,NORTH EAST REGION,SENGKANG,103.87176861511999,1.38847474489645
168592,CENTRAL REGION,BUKIT MERAH,103.829787748778,1.28543518050295
465423,EAST REGION,BEDOK,103.944312151127,1.32699517438883
768073,NORTH REGION,YISHUN,103.82927122066098,1.43761742024529
519945,EAST REGION,PASIR RIS,103.94338028548599,1.37877593012083
739014,NORTH REGION,WOODLANDS,103.80063497414,1.4322696630017098
518070,EAST REGION,PASIR RIS,103.946770192124,1.37191999032998
567700,NORTH EAST REGION,ANG MO KIO,103.83488043072398,1.37536271887712
797477,NORTH EAST REGION,SENGKANG,103.88156478974199,1.3950008485710501
465459,EAST REGION,BEDOK,103.944523077258,1.3231233167083
828795,NORTH EAST REGION,PUNGGOL,103.91762596770799,1.3982528514352102
828693,NORTH EAST REGION,PUNGGOL,103.912883001092,1.39878152427322
689884,WEST REGION,CHOA CHU KANG,103.749853407337,1.3832393866522301
828798,NORTH EAST REGION,PUNGGOL,103.917555554456,1.39767798458014
739010,NORTH REGION,WOODLANDS,103.801172745628,1.432723484346
544615,NORTH EAST REGION,SENGKANG,103.892249726793,1.39817485167414
228453,CENTRAL REGION,ROCHOR,103.848129303731,1.30069058142746
567696,NORTH EAST REGION,ANG MO KIO,103.834226632654,1.37588449421065
797485,NORTH EAST REGION,SENGKANG,103.879513735252,1.3953319617223603
677667,WEST REGION,BUKIT PANJANG,103.771550946817,1.3650127031165
689881,WEST REGION,CHOA CHU KANG,103.74967508859501,1.3839300381143502
529597,EAST REGION,TAMPINES,103.928204610008,1.3503637742155001
149740,CENTRAL REGION,QUEENSTOWN,103.806515780156,1.2954634291799598
677672,WEST REGION,BUKIT PANJANG,103.763427108552,1.37842918995761
529596,EAST REGION,TAMPINES,103.92785750331801,1.3500438577560498
828799,NORTH EAST REGION,PUNGGOL,103.917328758876,1.3979042956019199
529595,EAST REGION,TAMPINES,103.927836018905,1.34972244708859
469599,EAST REGION,BEDOK,103.948162986659,1.3266590813564398
677661,WEST REGION,BUKIT PANJANG,103.77173761334,1.36588455420503
199597,CENTRAL REGION,KALLANG,103.86226001236099,1.30234754310752
528609,EAST REGION,TAMPINES,103.940191215462,1.3596160594709799
797464,NORTH EAST REGION,SENGKANG,103.88071857522199,1.3931937314100098
266630,CENTRAL REGION,BUKIT TIMAH,103.81173419033001,1.3210398843026498
529603,EAST REGION,TAMPINES,103.92879724461399,1.3506242108977402
178884,CENTRAL REGION,DOWNTOWN CORE,103.85104679068,1.2929878312889198
677723,WEST REGION,BUKIT PANJANG,103.77027000404199,1.3898734697586101
529601,EAST REGION,TAMPINES,103.928428014963,1.35001719791303
768005,NORTH REGION,YISHUN,103.84417298287201,1.43476899435996
768012,NORTH REGION,YISHUN,103.844749560802,1.43532127075419
828756,NORTH EAST REGION,PUNGGOL,103.901421747964,1.40647600222556
068814,CENTRAL REGION,DOWNTOWN CORE,103.849181343548,1.2770834070762902
419540,EAST REGION,BEDOK,103.90672127789,1.3285129282991202
828843,NORTH EAST REGION,PUNGGOL,103.90235870696199,1.4065774318579998
018978,CENTRAL REGION,DOWNTOWN CORE,103.85332693229799,1.2767149850747401
768009,NORTH REGION,YISHUN,103.84439085840499,1.4351309141708999
519285,EAST REGION,PASIR RIS,103.940453095331,1.3811065966179499
828755,NORTH EAST REGION,PUNGGOL,103.90192394403799,1.40592308489822
739000,NORTH REGION,WOODLANDS,103.799161176826,1.43129054542328
828840,NORTH EAST REGION,PUNGGOL,103.90303963124398,1.40717651212161
465411,EAST REGION,BEDOK,103.94980517306801,1.32767658775031
018979,CENTRAL REGION,DOWNTOWN CORE,103.853694940241,1.27722425616282
528612,EAST REGION,TAMPINES,103.939691159802,1.3599768059520598
768072,NORTH REGION,YISHUN,103.829105557861,1.43741143993671
465410,EAST REGION,BEDOK,103.94950416686198,1.3274859723188301
428776,CENTRAL REGION,MARINE PARADE,103.90346561214399,1.30520594842852
648161,WEST REGION,JURONG WEST,103.725962781746,1.3462462360284901
768011,NORTH REGION,YISHUN,103.844949819708,1.4351065560182301
528592,EAST REGION,TAMPINES,103.92816568817,1.35166623960191
828754,NORTH EAST REGION,PUNGGOL,103.90266083463301,1.40645200269854
159027,CENTRAL REGION,BUKIT MERAH,103.8216905172,1.29254676613379
828841,NORTH EAST REGION,PUNGGOL,103.902908303867,1.4069372182540403
519947,EAST REGION,PASIR RIS,103.94348537518,1.37911965636118
677666,WEST REGION,BUKIT PANJANG,103.77187324567,1.36511741418017
567697,NORTH EAST REGION,ANG MO KIO,103.83473066654601,1.37602740631452
469598,EAST REGION,BEDOK,103.948526349412,1.32685441401774
519953,EAST REGION,PASIR RIS,103.94303982649599,1.37984993765679
387393,CENTRAL REGION,GEYLANG,103.881297990597,1.31963729641225
518155,EAST REGION,PASIR RIS,103.95992630291,1.3767111442179798
828765,NORTH EAST REGION,PUNGGOL,103.89728074007,1.4021862780276697
519950,EAST REGION,PASIR RIS,103.94268202151599,1.3793355197939399
518168,EAST REGION,PASIR RIS,103.96008534979099,1.37622597532268
518153,EAST REGION,PASIR RIS,103.95939741049601,1.37655166513154
528570,EAST REGION,TAMPINES,103.927821977333,1.3525390089251297
128989,WEST REGION,CLEMENTI,103.754804526682,1.3229789897579298
465427,EAST REGION,BEDOK,103.94449879138901,1.32757608964209
469600,EAST REGION,BEDOK,103.94763402762501,1.32664298398637
528773,EAST REGION,TAMPINES,103.939927469103,1.3592506828171298
768070,NORTH REGION,YISHUN,103.828762636693,1.43701895698138
528613,EAST REGION,TAMPINES,103.939954877596,1.3599813710493898
767954,NORTH REGION,SEMBAWANG,103.826955273632,1.4466336873523997
518154,EAST REGION,PASIR RIS,103.959783053347,1.3767059662851298
677727,WEST REGION,CHOA CHU KANG,103.76006568642401,1.3799530022148099
465426,EAST REGION,BEDOK,103.944195009414,1.32757874597986
528608,EAST REGION,TAMPINES,103.939645794274,1.3592506312581298
797639,NORTH EAST REGION,SENGKANG,103.874650227755,1.39689489483513
797415,NORTH EAST REGION,SENGKANG,103.87455456001601,1.39604055212598
768075,NORTH REGION,YISHUN,103.829640491152,1.43809545913382
739019,NORTH REGION,WOODLANDS,103.800521571234,1.43178127935754
797416,NORTH EAST REGION,SENGKANG,103.875132551513,1.39571766099749
797417,NORTH EAST REGION,SENGKANG,103.87446034055799,1.39533706922149
797637,NORTH EAST REGION,SENGKANG,103.875132778517,1.3963896131851399
778885,NORTH REGION,YISHUN,103.818088178825,1.40487805504685
618724,WEST REGION,JURONG WEST,103.72439782499,1.3324862496090701
266637,CENTRAL REGION,BUKIT TIMAH,103.81151028296101,1.32077282110112
797488,NORTH EAST REGION,SENGKANG,103.879608755657,1.39473217511958
347848,CENTRAL REGION,TOA PAYOH,103.869323306634,1.3285251055787601
677668,WEST REGION,BUKIT PANJANG,103.771277662285,1.3652485372733603
689873,WEST REGION,CHOA CHU KANG,103.74858076232901,1.38375964625203
828714,NORTH EAST REGION,PUNGGOL,103.90776484360599,1.40127291276521
689876,WEST REGION,CHOA CHU KANG,103.74878799219499,1.3831804866286599
648164,WEST REGION,JURONG WEST,103.725971213636,1.34513697879955
389783,CENTRAL REGION,GEYLANG,103.88501590530399,1.3172278261208998
768010,NORTH REGION,YISHUN,103.844165552611,1.43537726152556
387394,CENTRAL REGION,GEYLANG,103.88100529026501,1.3195074199417198
689871,WEST REGION,CHOA CHU KANG,103.74899717003599,1.3835213272205702
518152,EAST REGION,PASIR RIS,103.95952346170601,1.3762202996298998
667981,WEST REGION,BUKIT BATOK,103.764763618001,1.36478651146586
828757,NORTH EAST REGION,PUNGGOL,103.901818106273,1.4064394546509702
528598,EAST REGION,TAMPINES,103.940788817577,1.3594888022466
689870,WEST REGION,CHOA CHU KANG,103.74917460196501,1.3838508105967098
757096,NORTH REGION,SEMBAWANG,103.820218977913,1.4438380009498
689875,WEST REGION,CHOA CHU KANG,103.748588366877,1.38330045094549
576444,CENTRAL REGION,BISHAN,103.83012992328199,1.35994826177651
828842,NORTH EAST REGION,PUNGGOL,103.90277382081601,1.4066927481892402
266636,CENTRAL REGION,BUKIT TIMAH,103.81162859118,1.3209051254786899
828777,NORTH EAST REGION,PUNGGOL,103.89676731146099,1.4008967197718
797638,NORTH EAST REGION,SENGKANG,103.875198639374,1.3969499231330702
519946,EAST REGION,PASIR RIS,103.943580849039,1.3788599415458602
533879,NORTH EAST REGION,HOUGANG,103.90411299793101,1.37541669174274
518085,EAST REGION,PASIR RIS,103.95796236907499,1.3768012240937
648149,WEST REGION,JURONG WEST,103.696890988435,1.35270661190301
528614,EAST REGION,TAMPINES,103.940222573213,1.3600141525477099
828792,NORTH EAST REGION,PUNGGOL,103.89712003364599,1.4016925493241998
533880,NORTH EAST REGION,HOUGANG,103.903910131682,1.3750383144586298
767975,NORTH REGION,YISHUN,103.845260727815,1.41786439079918
828793,NORTH EAST REGION,PUNGGOL,103.896880288698,1.40175665420147
469597,EAST REGION,BEDOK,103.948931009877,1.32713313560276
533884,NORTH EAST REGION,HOUGANG,103.902970220182,1.37377767102633
126753,WEST REGION,CLEMENTI,103.752667309254,1.32081769238493
528772,EAST REGION,TAMPINES,103.939708637167,1.35889123454914
689872,WEST REGION,CHOA CHU KANG,103.748802266356,1.38363139410306
533883,NORTH EAST REGION,HOUGANG,103.903259933355,1.3740932422813001
519954,EAST REGION,PASIR RIS,103.943332062277,1.3799221598428202
168594,CENTRAL REGION,BUKIT MERAH,103.829816710958,1.2841657773153798
159026,CENTRAL REGION,BUKIT MERAH,103.821082612735,1.29254747633051
689869,WEST REGION,CHOA CHU KANG,103.749368176042,1.3841399055791102
828766,NORTH EAST REGION,PUNGGOL,103.89757034873399,1.40220275367812
828767,NORTH EAST REGION,PUNGGOL,103.897827934474,1.40213119860196
415873,EAST REGION,BEDOK,103.907149124092,1.32758259574568
159028,CENTRAL REGION,BUKIT MERAH,103.822316158104,1.29244958852582
168593,CENTRAL REGION,BUKIT MERAH,103.82980597446699,1.2849157088852399
828768,NORTH EAST REGION,PUNGGOL,103.897960624025,1.40254136704779
159029,CENTRAL REGION,BUKIT MERAH,103.822836693912,1.29237506748179
528568,EAST REGION,TAMPINES,103.927849913591,1.35178365804949
828758,NORTH EAST REGION,PUNGGOL,103.902088874825,1.40624806050438
828790,NORTH EAST REGION,PUNGGOL,103.89768446125,1.4016854071579001
128993,WEST REGION,CLEMENTI,103.75461477949301,1.32353519455348
387388,CENTRAL REGION,GEYLANG,103.88061586378201,1.31926710475553
